•ÈÀCategory,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total
a,American History Books,Nineteenth Century and Civil War,American Slavery As It Is,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Slave Songs of the United States,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Experience of Rev. Thomas H. Jones, Who Was a Slave for Forty-Three Years",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Uncle Tom's Story of His Life,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Walker's Appeal, in Four Articles",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Civil War Years,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Doctoring the South,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Why Confederates Fought,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Narrative of the Life of Moses Grandy, Late a Slave in the United States of America",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Memories of War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Mere Equals,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Strange Case of William Mumler, Spirit Photographer",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Reconstruction of Georgia,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,America in the Forties,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Heroes and Cowards,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Imperiled Innocents,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A-Rafting on the Mississip’,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Thomas Jefferson,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Artillery of Heaven,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gettysburg--The Second Day,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Modernizing a Slave Economy,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Abolitionists Remember,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,West Pointers and the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Germans in the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Soldiering in the Army of Northern Virginia,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gettysburg--Culp's Hill and Cemetery Hill,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Shattered Nation,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,At the Precipice,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Freedom for Themselves,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Origins of Proslavery Christianity,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Slavery on Trial,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"John Tyler, the Accidental President",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Battle Hymns,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Scarlett's Sisters,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Confessions of Nat Turner, the Leader of the Late Insurrection in Southampton, Virginia",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Experience of a Slave in South Carolina,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln on Race and Slavery,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Before Jim Crow,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,William Lloyd Garrison at Two Hundred,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Fruitlands,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Liberty to the Downtrodden,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Dwelling Place,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Fragile Freedom,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Borderlines in Borderlands,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Creating the Administrative Constitution,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Black Gotham,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,War of a Thousand Deserts,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Manhood Enslaved,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Routes of War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Crucible of Consent,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,We Shall Be No More,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Prison Blossoms,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Body of John Merryman,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Susan B. Anthony and the Struggle for Equal Rights,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Crimes of Womanhood,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Roots of Rough Justice,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Sex, Sickness, and Slavery",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Haymarket Conspiracy,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Widows and Orphans First,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,To Battle for God and the Right,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Lincoln Assassination,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Fanatics and Fire-eaters,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Dark Victorians,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Rebels and Runaways,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Dime Novel Desperadoes,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Illinois in the War of 1812,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Race and Radicalism in the Union Army,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Battles and Leaders of the Civil War, Volume 6",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Making Space on the Western Frontier,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Freeing Charles,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Reinventing “The People""",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Devil's Game,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,In Pursuit of Gold,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Women Writers of the American West, 1833-1927",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Paradoxes of Prosperity,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Novel Bondage,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Secret Society History of the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Young America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,RIGHTEOUS INDIGNATION,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Presidents and the Dissolution of the Union,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Strangers on Their Native Soil,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Bargaining with the State from Afar,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Token of My Affection,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Margaret Fuller, Critic",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Live All You Can,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Faith in Their Own Color,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Founders and Finance,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Abolitionist Imagination,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Emancipating Lincoln,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln’s Hundred Days,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Declaring His Genius,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,To Free a Family,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Testing Wars in the Public Schools,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Oracle and the Curse,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Word by Word,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln's Tragic Pragmatism,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Misplaced Massacre,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Union War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Freedom Papers,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Brigham Young,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,American Oracle,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln Legends,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Bluecoats and Tar Heels,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Take Sides with the Truth,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Civil War in Kentucky,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Basil Wilson Duke, CSA",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Cecelia and Fanny,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Battle Rages Higher,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln on Lincoln,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,America's First Black Socialist,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Act of Justice,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Henry W. Blair's Campaign to Reform America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,How Kentucky Became Southern,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Albert Sidney Johnston,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Perryville,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Trial,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,One of Morgan's Men,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Bluejackets and Contrabands,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Remembering The Battle of the Crater,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Virginia at War, 1864",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Liberty Line,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Frontiers of Faith,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Three Kentucky Tragedies,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Abraham Lincoln, Esq.",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Liquor in the Land of the Lost Cause,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The View from the Ground,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,My Old Confederate Home,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Virginia at War, 1863",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Virginia at War, 1862",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Sister States, Enemy States",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln on Trial,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Tour of Reconstruction,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln of Kentucky,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Family or Freedom,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A General Who Will Fight,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Josie Underwood's Civil War Diary,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Erie Water West,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Blood on the Moon,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Murder and Madness,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Kentucky Rising,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Reconstructing Appalachia,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gray Ghost,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Virginia at War, 1861",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Mark Twain's Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Brigadier General John D. Imboden,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Virginia at War, 1865",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Mississippi Territory and the Southwest Frontier, 1795-1817",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Courtship and Love among the Enslaved in North Carolina,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Civil War in Mississippi,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Out of Sight,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Civil War Leadership and Mexican War Experience,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Confederate and Neo-Confederate Reader,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,We Saw Lincoln Shot,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Confederate Industry,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln Apostate,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Revolt of the Tar Heels,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Confederates in the Tropics,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Sinking of the USS Cairo,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Civil War Mississippi,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Sixteenth Mississippi Infantry,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Rise and Fall of Early American Magazine Culture,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Black Flag Boricuas,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gleanings of Freedom,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Mary Lincoln's Insanity Case,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Making Race, Making Power",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Peter Cartwright, Legendary Frontier Preacher",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Labor Question in America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A World Not to Come,,0.5,b,,,,0.5
